"recv_yd","P. Dorsett","WR","HST","TEN","2022-10-30T20:05:00Z","25.5","over","-121","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","R. Burkhead","RB","HST","TEN","2022-10-30T20:05:00Z","2.5","over","-144","undefined","null","null","under","104","undefined","null","null"
"recv_yd","R. Burkhead","RB","HST","TEN","2022-10-30T20:05:00Z","20.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"rush_recv_yd","R. Burkhead","RB","HST","TEN","2022-10-30T20:05:00Z","30.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"rush_yd","R. Burkhead","RB","HST","TEN","2022-10-30T20:05:00Z","9.5","over","-103","undefined","null","null","under","-128","undefined","null","null"
"recv_rec","A. Hooper","TE","TEN","HST","2022-10-30T20:05:00Z","1.5","over","118","undefined","null","null","under","-158","undefined","null","null"
"recv_yd","A. Hooper","TE","TEN","HST","2022-10-30T20:05:00Z","11.5","over","-119","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","D. Henry","RB","TEN","HST","2022-10-30T20:05:00Z","1.5","over","-128","undefined","null","null","under","-105","undefined","null","null"
"recv_yd","D. Henry","RB","TEN","HST","2022-10-30T20:05:00Z","10.5","over","-125","undefined","null","null","under","-107","undefined","null","null"
"rush_att","D. Henry","RB","TEN","HST","2022-10-30T20:05:00Z","22.5","over","-132","undefined","null","null","under","-102","undefined","null","null"
"rush_recv_yd","D. Henry","RB","TEN","HST","2022-10-30T20:05:00Z","119.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","D. Henry","RB","TEN","HST","2022-10-30T20:05:00Z","104.5","over","-130","undefined","null","null","under","-105","undefined","null","null"
"recv_yd","D. Hilliard","RB","TEN","HST","2022-10-30T20:05:00Z","11.5","over","-114","undefined","null","null","under","-119","undefined","null","null"
"recv_yd","G. Swaim","TE","TEN","HST","2022-10-30T20:05:00Z","8","over","107","undefined","null","null","under","-140","undefined","null","null"
"pass_comp","M. Willis","QB","TEN","HST","2022-10-30T20:05:00Z","13.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"pass_int","M. Willis","QB","TEN","HST","2022-10-30T20:05:00Z","0.5","over","102","undefined","null","null","under","-138","undefined","null","null"
"pass_td","M. Willis","QB","TEN","HST","2022-10-30T20:05:00Z","0.5","over","-190","undefined","null","null","under","141","undefined","null","null"
"pass_yd","M. Willis","QB","TEN","HST","2022-10-30T20:05:00Z","155.5","over","-113","0.07360374735680719","null","null","under","-113","-0.1346002345131922","null","null"
"rush_yd","M. Willis","QB","TEN","HST","2022-10-30T20:05:00Z","45.5","over","-120","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","N. Westbrook-Ikhine","WR","TEN","HST","2022-10-30T20:05:00Z","1.5","over","-183","undefined","null","null","under","132","undefined","null","null"
"recv_yd","N. Westbrook-Ikhine","WR","TEN","HST","2022-10-30T20:05:00Z","25.5","over","-103","undefined","null","null","under","-131","undefined","null","null"
"recv_rec","R. Woods","WR","TEN","HST","2022-10-30T20:05:00Z","3.5","over","122","undefined","null","null","under","-164","undefined","null","null"
"recv_yd","R. Woods","WR","TEN","HST","2022-10-30T20:05:00Z","37.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","A. Robinson II","WR","LA","SF","2022-10-30T20:25:00Z","2.5","over","-166","undefined","null","null","under","125","undefined","null","null"
"recv_yd","A. Robinson II","WR","LA","SF","2022-10-30T20:25:00Z","33.5","over","-108","undefined","null","null","under","-124","undefined","null","null"
"recv_rec","C. Kupp","WR","LA","SF","2022-10-30T20:25:00Z","7.5","over","-132","undefined","null","null","under","-101","undefined","null","null"
"recv_yd","C. Kupp","WR","LA","SF","2022-10-30T20:25:00Z","93.5","over","-135","undefined","null","null","under","-103","undefined","null","null"
"recv_rec","D. Henderson","RB","LA","SF","2022-10-30T20:25:00Z","1.5","over","-130","undefined","null","null","under","100","undefined","null","null"
"recv_yd","D. Henderson","RB","LA","SF","2022-10-30T20:25:00Z","12.5","over","-105","undefined","null","null","under","-125","undefined","null","null"
"rush_att","D. Henderson","RB","LA","SF","2022-10-30T20:25:00Z","9.5","over","-145","undefined","null","null","under","110","undefined","null","null"
"rush_recv_yd","D. Henderson","RB","LA","SF","2022-10-30T20:25:00Z","50.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","D. Henderson","RB","LA","SF","2022-10-30T20:25:00Z","34","over","-123","undefined","null","null","under","-108","undefined","null","null"
"pass_att","M. Stafford","QB","LA","SF","2022-10-30T20:25:00Z","35.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_comp","M. Stafford","QB","LA","SF","2022-10-30T20:25:00Z","23.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_int","M. Stafford","QB","LA","SF","2022-10-30T20:25:00Z","0.5","over","-139","undefined","null","null","under","103","undefined","null","null"
"pass_td","M. Stafford","QB","LA","SF","2022-10-30T20:25:00Z","1.5","over","-122","undefined","null","null","under","-110","undefined","null","null"
"pass_yd","M. Stafford","QB","LA","SF","2022-10-30T20:25:00Z","258.5","over","-106","undefined","null","null","under","-129","undefined","null","null"
"rush_yd","M. Stafford","QB","LA","SF","2022-10-30T20:25:00Z","1.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"recv_rec","T. Higbee","TE","LA","SF","2022-10-30T20:25:00Z","4.5","over","-105","undefined","null","null","under","-127","undefined","null","null"
"recv_yd","T. Higbee","TE","LA","SF","2022-10-30T20:25:00Z","40.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","V. Jefferson","WR","LA","SF","2022-10-30T20:25:00Z","2.5","over","-102","undefined","null","null","under","-130","undefined","null","null"
"recv_yd","V. Jefferson","WR","LA","SF","2022-10-30T20:25:00Z","26.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","B. Aiyuk","WR","SF","LA","2022-10-30T20:25:00Z","4.5","over","-123","undefined","null","null","under","-108","undefined","null","null"
"recv_yd","B. Aiyuk","WR","SF","LA","2022-10-30T20:25:00Z","59.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","C. McCaffrey","RB","SF","LA","2022-10-30T20:25:00Z","4.5","over","-126","undefined","null","null","under","-106","undefined","null","null"
"recv_yd","C. McCaffrey","RB","SF","LA","2022-10-30T20:25:00Z","35.5","over","-116","undefined","null","null","under","-114","undefined","null","null"
"rush_att","C. McCaffrey","RB","SF","LA","2022-10-30T20:25:00Z","14.5","over","-135","undefined","null","null","under","100","undefined","null","null"
"rush_recv_yd","C. McCaffrey","RB","SF","LA","2022-10-30T20:25:00Z","99.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"rush_yd","C. McCaffrey","RB","SF","LA","2022-10-30T20:25:00Z","59.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","G. Kittle","TE","SF","LA","2022-10-30T20:25:00Z","4.5","over","-148","undefined","null","null","under","112","undefined","null","null"
"recv_yd","G. Kittle","TE","SF","LA","2022-10-30T20:25:00Z","52.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"pass_att","J. Garoppolo","QB","SF","LA","2022-10-30T20:25:00Z","32.5","over","-109","undefined","null","null","under","-123","undefined","null","null"
"pass_comp","J. Garoppolo","QB","SF","LA","2022-10-30T20:25:00Z","21.5","over","104","undefined","null","null","under","-140","undefined","null","null"
"pass_int","J. Garoppolo","QB","SF","LA","2022-10-30T20:25:00Z","0.5","over","-155","undefined","null","null","under","115","undefined","null","null"
"pass_td","J. Garoppolo","QB","SF","LA","2022-10-30T20:25:00Z","1.5","over","126","undefined","null","null","under","-168","undefined","null","null"
"pass_yd","J. Garoppolo","QB","SF","LA","2022-10-30T20:25:00Z","235.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","J. Garoppolo","QB","SF","LA","2022-10-30T20:25:00Z","1.5","over","-119","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","R. McCloud III","WR","SF","LA","2022-10-30T20:25:00Z","2.5","over","-172","undefined","null","null","under","126","undefined","null","null"
"recv_yd","R. McCloud III","WR","SF","LA","2022-10-30T20:25:00Z","30.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","A. Pierce","WR","IND","WAS","2022-10-30T20:25:00Z","3.5","over","149","undefined","null","null","under","-200","undefined","null","null"
"recv_yd","A. Pierce","WR","IND","WAS","2022-10-30T20:25:00Z","35.5","over","-125","undefined","null","null","under","-105","undefined","null","null"
"recv_rec","J. Taylor","RB","IND","WAS","2022-10-30T20:25:00Z","1.5","over","-194","undefined","null","null","under","144","undefined","null","null"
"recv_yd","J. Taylor","RB","IND","WAS","2022-10-30T20:25:00Z","11.5","over","-115","undefined","null","null","under","-114","undefined","null","null"
"rush_att","J. Taylor","RB","IND","WAS","2022-10-30T20:25:00Z","17.5","over","-141","undefined","null","null","under","104","undefined","null","null"
"rush_recv_yd","J. Taylor","RB","IND","WAS","2022-10-30T20:25:00Z","90.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","J. Taylor","RB","IND","WAS","2022-10-30T20:25:00Z","74.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_yd","K. Granson","TE","IND","WAS","2022-10-30T20:25:00Z","13.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","M. Pittman Jr.","WR","IND","WAS","2022-10-30T20:25:00Z","4.5","over","-137","undefined","null","null","under","102","undefined","null","null"
"recv_yd","M. Pittman Jr.","WR","IND","WAS","2022-10-30T20:25:00Z","56.5","over","-116","undefined","null","null","under","-113","undefined","null","null"
"recv_yd","M. Alie-Cox","TE","IND","WAS","2022-10-30T20:25:00Z","9.5","over","-110","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","N. Hines","RB","IND","WAS","2022-10-30T20:25:00Z","2.5","over","115","undefined","null","null","under","-155","undefined","null","null"
"recv_yd","N. Hines","RB","IND","WAS","2022-10-30T20:25:00Z","17.5","over","-112","undefined","null","null","under","-118","undefined","null","null"
"rush_recv_yd","N. Hines","RB","IND","WAS","2022-10-30T20:25:00Z","27.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","N. Hines","RB","IND","WAS","2022-10-30T20:25:00Z","5.5","over","-135","undefined","null","null","under","105","undefined","null","null"
"recv_rec","P. Campbell","WR","IND","WAS","2022-10-30T20:25:00Z","2.5","over","-161","undefined","null","null","under","122","undefined","null","null"
"recv_yd","P. Campbell","WR","IND","WAS","2022-10-30T20:25:00Z","34.5","over","-108","undefined","null","null","under","-125","undefined","null","null"
"pass_att","S. Ehlinger","QB","IND","WAS","2022-10-30T20:25:00Z","31.5","over","-114","undefined","null","null","under","-117","undefined","null","null"
"pass_comp","S. Ehlinger","QB","IND","WAS","2022-10-30T20:25:00Z","18.5","over","-144","undefined","null","null","under","106","undefined","null","null"
"pass_int","S. Ehlinger","QB","IND","WAS","2022-10-30T20:25:00Z","0.5","over","-148","undefined","null","null","under","110","undefined","null","null"
"pass_td","S. Ehlinger","QB","IND","WAS","2022-10-30T20:25:00Z","1.5","over","167","undefined","null","null","under","-231","undefined","null","null"
"pass_yd","S. Ehlinger","QB","IND","WAS","2022-10-30T20:25:00Z","217.5","over","-102","undefined","null","null","under","-132","undefined","null","null"
"rush_yd","S. Ehlinger","QB","IND","WAS","2022-10-30T20:25:00Z","30.5","over","-105","undefined","null","null","under","-120","undefined","null","null"
"recv_yd","A. Gibson","RB","WAS","IND","2022-10-30T20:25:00Z","13.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"rush_recv_yd","A. Gibson","RB","WAS","IND","2022-10-30T20:25:00Z","45.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"rush_yd","A. Gibson","RB","WAS","IND","2022-10-30T20:25:00Z","28.5","over","-101","undefined","null","null","under","-134","undefined","null","null"
"recv_yd","B. Robinson Jr.","RB","WAS","IND","2022-10-30T20:25:00Z","3.5","over","-110","undefined","null","null","under","-120","undefined","null","null"
"rush_att","B. Robinson Jr.","RB","WAS","IND","2022-10-30T20:25:00Z","14.5","over","-106","undefined","null","null","under","-128","undefined","null","null"
"rush_recv_yd","B. Robinson Jr.","RB","WAS","IND","2022-10-30T20:25:00Z","61.5","over","-117","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","B. Robinson Jr.","RB","WAS","IND","2022-10-30T20:25:00Z","54.5","over","-108","undefined","null","null","under","-125","undefined","null","null"
"recv_yd","C. Sims","WR","WAS","IND","2022-10-30T20:25:00Z","11.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","C. Samuel","WR","WAS","IND","2022-10-30T20:25:00Z","4.5","over","-146","undefined","null","null","under","110","undefined","null","null"
"recv_yd","C. Samuel","WR","WAS","IND","2022-10-30T20:25:00Z","46.5","over","-106","undefined","null","null","under","-128","undefined","null","null"
"pass_att","T. Heinicke","QB","WAS","IND","2022-10-30T20:25:00Z","30.5","over","-129","undefined","null","null","under","-103","undefined","null","null"
"pass_comp","T. Heinicke","QB","WAS","IND","2022-10-30T20:25:00Z","19.5","over","-136","undefined","null","null","under","100","undefined","null","null"
"pass_int","T. Heinicke","QB","WAS","IND","2022-10-30T20:25:00Z","0.5","over","-135","undefined","null","null","under","-101","undefined","null","null"
"pass_td","T. Heinicke","QB","WAS","IND","2022-10-30T20:25:00Z","1.5","over","171","undefined","null","null","under","-236","undefined","null","null"
"pass_yd","T. Heinicke","QB","WAS","IND","2022-10-30T20:25:00Z","210.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","T. Heinicke","QB","WAS","IND","2022-10-30T20:25:00Z","12.5","over","-118","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","T. McLaurin","WR","WAS","IND","2022-10-30T20:25:00Z","4.5","over","-117","undefined","null","null","under","-114","undefined","null","null"
"recv_yd","T. McLaurin","WR","WAS","IND","2022-10-30T20:25:00Z","58.5","over","-113","undefined","null","null","under","-117","undefined","null","null"
"pass_att","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","27.5","over","-127","undefined","null","null","under","-106","undefined","null","null"
"pass_comp","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","18.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"pass_int","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","0.5","over","103","undefined","null","null","under","-138","undefined","null","null"
"pass_td","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","1.5","over","171","undefined","null","null","under","-234","undefined","null","null"
"pass_yd","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","198.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_att","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","7.5","over","-105","undefined","null","null","under","-127","undefined","null","null"
"rush_yd","D. Jones","QB","NYG","SEA","2022-10-30T20:25:00Z","38.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","D. Slayton","WR","NYG","SEA","2022-10-30T20:25:00Z","2.5","over","-140","undefined","null","null","under","106","undefined","null","null"
"recv_yd","D. Slayton","WR","NYG","SEA","2022-10-30T20:25:00Z","34.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","M. Johnson","WR","NYG","SEA","2022-10-30T20:25:00Z","1.5","over","-204","undefined","null","null","under","148","undefined","null","null"
"recv_yd","M. Johnson","WR","NYG","SEA","2022-10-30T20:25:00Z","19.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","S. Barkley","RB","NYG","SEA","2022-10-30T20:25:00Z","3.5","over","-149","undefined","null","null","under","110","undefined","null","null"
"recv_yd","S. Barkley","RB","NYG","SEA","2022-10-30T20:25:00Z","27.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_att","S. Barkley","RB","NYG","SEA","2022-10-30T20:25:00Z","20.5","over","103","undefined","null","null","under","-139","undefined","null","null"
"rush_recv_yd","S. Barkley","RB","NYG","SEA","2022-10-30T20:25:00Z","116.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"rush_yd","S. Barkley","RB","NYG","SEA","2022-10-30T20:25:00Z","82.5","over","-121","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","T. Hudson","TE","NYG","SEA","2022-10-30T20:25:00Z","2.5","over","145","undefined","null","null","under","-195","undefined","null","null"
"recv_yd","T. Hudson","TE","NYG","SEA","2022-10-30T20:25:00Z","18.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","W. Robinson","WR","NYG","SEA","2022-10-30T20:25:00Z","4.5","over","-115","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","W. Robinson","WR","NYG","SEA","2022-10-30T20:25:00Z","43.5","over","-120","undefined","null","null","under","-105","undefined","null","null"
"recv_rec","D. Eskridge","WR","SEA","NYG","2022-10-30T20:25:00Z","1.5","over","-151","undefined","null","null","under","111","undefined","null","null"
"recv_yd","D. Eskridge","WR","SEA","NYG","2022-10-30T20:25:00Z","16.5","over","-109","undefined","null","null","under","-124","undefined","null","null"
"pass_att","G. Smith","QB","SEA","NYG","2022-10-30T20:25:00Z","30.5","over","-131","undefined","null","null","under","-103","undefined","null","null"
"pass_comp","G. Smith","QB","SEA","NYG","2022-10-30T20:25:00Z","20.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"pass_int","G. Smith","QB","SEA","NYG","2022-10-30T20:25:00Z","0.5","over","-123","undefined","null","null","under","-110","undefined","null","null"
"pass_td","G. Smith","QB","SEA","NYG","2022-10-30T20:25:00Z","1.5","over","-106","undefined","null","null","under","-126","undefined","null","null"
"pass_yd","G. Smith","QB","SEA","NYG","2022-10-30T20:25:00Z","229.5","over","-107","undefined","null","null","under","-127","undefined","null","null"
"rush_yd","G. Smith","QB","SEA","NYG","2022-10-30T20:25:00Z","15.5","over","-113","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","K. Walker III","RB","SEA","NYG","2022-10-30T20:25:00Z","2.5","over","167","undefined","null","null","under","-234","undefined","null","null"
"recv_yd","K. Walker III","RB","SEA","NYG","2022-10-30T20:25:00Z","13.5","over","-101","undefined","null","null","under","-134","undefined","null","null"
"rush_recv_yd","K. Walker III","RB","SEA","NYG","2022-10-30T20:25:00Z","97.5","over","-111","undefined","null","null","under","-122","undefined","null","null"
"rush_yd","K. Walker III","RB","SEA","NYG","2022-10-30T20:25:00Z","80.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","M. Goodwin","WR","SEA","NYG","2022-10-30T20:25:00Z","2.5","over","-155","undefined","null","null","under","114","undefined","null","null"
"recv_yd","M. Goodwin","WR","SEA","NYG","2022-10-30T20:25:00Z","35.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","N. Fant","TE","SEA","NYG","2022-10-30T20:25:00Z","2.5","over","-148","undefined","null","null","under","108","undefined","null","null"
"recv_yd","N. Fant","TE","SEA","NYG","2022-10-30T20:25:00Z","26.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","T. Lockett","WR","SEA","NYG","2022-10-30T20:25:00Z","4.5","over","-151","undefined","null","null","under","112","undefined","null","null"
"recv_yd","T. Lockett","WR","SEA","NYG","2022-10-30T20:25:00Z","61.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","W. Dissly","TE","SEA","NYG","2022-10-30T20:25:00Z","2.5","over","106","undefined","null","null","under","-144","undefined","null","null"
"recv_yd","W. Dissly","TE","SEA","NYG","2022-10-30T20:25:00Z","21.5","over","-112","undefined","null","null","under","-121","undefined","null","null"
"recv_rec","D. Knox","TE","BUF","GB","2022-10-31T00:20:00Z","3.5","over","116","undefined","null","null","under","-153","undefined","null","null"
"recv_yd","D. Knox","TE","BUF","GB","2022-10-31T00:20:00Z","34.5","over","-107","undefined","null","null","under","-125","undefined","null","null"
"recv_rec","D. Singletary","RB","BUF","GB","2022-10-31T00:20:00Z","2.5","over","-169","undefined","null","null","under","126","undefined","null","null"
"recv_yd","D. Singletary","RB","BUF","GB","2022-10-31T00:20:00Z","19.5","over","-114","undefined","null","null","under","-115","undefined","null","null"
"rush_att","D. Singletary","RB","BUF","GB","2022-10-31T00:20:00Z","12.5","over","-133","undefined","null","null","under","-101","undefined","null","null"
"rush_recv_yd","D. Singletary","RB","BUF","GB","2022-10-31T00:20:00Z","79.5","over","-125","undefined","null","null","under","-110","undefined","null","null"
"rush_yd","D. Singletary","RB","BUF","GB","2022-10-31T00:20:00Z","56.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","G. Davis","WR","BUF","GB","2022-10-31T00:20:00Z","3.5","over","-132","undefined","null","null","under","-101","undefined","null","null"
"recv_yd","G. Davis","WR","BUF","GB","2022-10-31T00:20:00Z","57.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","I. McKenzie","WR","BUF","GB","2022-10-31T00:20:00Z","2.5","over","-155","undefined","null","null","under","114","undefined","null","null"
"recv_yd","I. McKenzie","WR","BUF","GB","2022-10-31T00:20:00Z","27.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","J. Cook","RB","BUF","GB","2022-10-31T00:20:00Z","19.5","over","-115","undefined","null","null","under","-118","undefined","null","null"
"rush_yd","J. Cook","RB","BUF","GB","2022-10-31T00:20:00Z","12.5","over","-121","undefined","null","null","under","-109","undefined","null","null"
"pass_att","J. Allen","QB","BUF","GB","2022-10-31T00:20:00Z","34.5","over","-110","undefined","null","null","under","-121","undefined","null","null"
"pass_comp","J. Allen","QB","BUF","GB","2022-10-31T00:20:00Z","24.5","over","-101","undefined","null","null","under","-134","undefined","null","null"
"pass_int","J. Allen","QB","BUF","GB","2022-10-31T00:20:00Z","0.5","over","119","undefined","null","null","under","-161","undefined","null","null"
"pass_td","J. Allen","QB","BUF","GB","2022-10-31T00:20:00Z","1.5","over","-243","undefined","null","null","under","176","undefined","null","null"
"pass_yd","J. Allen","QB","BUF","GB","2022-10-31T00:20:00Z","279.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","J. Allen","QB","BUF","GB","2022-10-31T00:20:00Z","38.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","S. Diggs","WR","BUF","GB","2022-10-31T00:20:00Z","6.5","over","-120","undefined","null","null","under","-111","undefined","null","null"
"recv_yd","S. Diggs","WR","BUF","GB","2022-10-31T00:20:00Z","80.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","A. Dillon","RB","GB","BUF","2022-10-31T00:20:00Z","1.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"recv_yd","A. Dillon","RB","GB","BUF","2022-10-31T00:20:00Z","8.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"rush_recv_yd","A. Dillon","RB","GB","BUF","2022-10-31T00:20:00Z","39.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","A. Dillon","RB","GB","BUF","2022-10-31T00:20:00Z","27.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","A. Jones","RB","GB","BUF","2022-10-31T00:20:00Z","4.5","over","113","undefined","null","null","under","-150","undefined","null","null"
"recv_yd","A. Jones","RB","GB","BUF","2022-10-31T00:20:00Z","30.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"rush_att","A. Jones","RB","GB","BUF","2022-10-31T00:20:00Z","12.5","over","116","undefined","null","null","under","-158","undefined","null","null"
"rush_recv_yd","A. Jones","RB","GB","BUF","2022-10-31T00:20:00Z","84.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_yd","A. Jones","RB","GB","BUF","2022-10-31T00:20:00Z","48.5","over","-106","undefined","null","null","under","-130","undefined","null","null"
"pass_att","A. Rodgers","QB","GB","BUF","2022-10-31T00:20:00Z","34.5","over","-126","undefined","null","null","under","-106","undefined","null","null"
"pass_comp","A. Rodgers","QB","GB","BUF","2022-10-31T00:20:00Z","23.5","over","-109","undefined","null","null","under","-124","undefined","null","null"
"pass_int","A. Rodgers","QB","GB","BUF","2022-10-31T00:20:00Z","0.5","over","139","undefined","null","null","under","-190","undefined","null","null"
"pass_td","A. Rodgers","QB","GB","BUF","2022-10-31T00:20:00Z","1.5","over","117","undefined","null","null","under","-157","undefined","null","null"
"pass_yd","A. Rodgers","QB","GB","BUF","2022-10-31T00:20:00Z","236.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"rush_yd","A. Rodgers","QB","GB","BUF","2022-10-31T00:20:00Z","1.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","C. Watson","WR","GB","BUF","2022-10-31T00:20:00Z","22.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","R. Tonyan","TE","GB","BUF","2022-10-31T00:20:00Z","3.5","over","118","undefined","null","null","under","-156","undefined","null","null"
"recv_yd","R. Tonyan","TE","GB","BUF","2022-10-31T00:20:00Z","30.5","over","-120","undefined","null","null","under","-113","undefined","null","null"
